Number of tokens,Most frequent tokens,"Most frequent tokens, no punctuation","Most frequent tokens, no stopwords",Most frequent bigrams,"Most frequent bigrams, no punctuation","Most frequent bigrams, no stopwords",Number of sents,Most frequent PoS,Sentence Word Ratio,Type Token Ratio,Target
2813,"[('the', 191), ('of', 181), (',', 175), ('to', 85), ('.', 78), ('and', 71), ('a', 70), ('in', 67), ('would', 50), ('be', 44), ('our', 35), ('which', 25), ('that', 25), ('this', 24), ('with', 22), ('as', 21), ('it', 21), ('by', 20), ('not', 20), ('for', 19)]","[('the', 191), ('of', 181), ('to', 84), ('and', 71), ('a', 70), ('in', 67), ('would', 50), ('be', 44), ('our', 35), ('which', 25), ('this', 24), ('that', 24), ('with', 22), ('as', 21), ('it', 21), ('by', 20), ('not', 20), ('for', 19), ('from', 19), ('will', 17)]","[('trade', 13), ('states', 13), ('commerce', 11), ('navy', 9), ('great', 9), ('navigation', 9), ('markets', 9), ('union', 8), ('america', 8), ('commercial', 7), ('nations', 6), ('state', 5), ('intercourse', 5), ('country', 5), ('american', 5), ('ships', 5), ('government', 5), ('world', 5), ('foreign', 4), ('maritime', 4)]","[('of the', 45), (', and', 36), ('in the', 17), ('to the', 16), ('would be', 12), ('of a', 11), (', would', 11), ('. the', 11), (', in', 10), ('of our', 8), ('from the', 8), ('us to', 8), ('a navy', 7), ('for the', 7), ('would not', 7), (', which', 6), ('to be', 6), (', of', 6), ('in our', 6), (', it', 6)]","[('of the', 45), ('in the', 17), ('to the', 16), ('would be', 12), ('of a', 11), ('of our', 8), ('from the', 8), ('us to', 8), ('a navy', 7), ('for the', 7), ('would not', 7), ('to be', 6), ('in our', 6), ('the union', 5), ('in a', 5), ('with the', 5), ('that the', 5), ('all the', 5), ('of this', 5), ('and to', 5)]","[('foreign countries', 2), ('maritime powers', 2), ('naval strength', 2), ('active commerce', 2), ('profits trade', 2), ('privileges markets', 2), ('commercial privileges', 2), ('operations west', 2), ('west indies', 2), ('common interest', 2), ('different degrees', 2), ('united states', 2), ('embrace resources', 2), ('number materials', 2), ('thirteen states', 2), ('11 utility', 1), ('utility union', 1), ('union respect', 1), ('respect commercial', 1), ('commercial relations', 1)]",102,"[('NOUN', 551), ('ADP', 426), ('DET', 327), ('PUNCT', 281), ('ADJ', 236), ('SPACE', 225), ('PRON', 224), ('VERB', 221), ('AUX', 185), ('CCONJ', 91), ('ADV', 87), ('PROPN', 66), ('PART', 60), ('SCONJ', 42), ('NUM', 12), ('X', 4)]",0.036260220405261286,0.3035904728048347,Hamilton
2457,"[('the', 180), (',', 163), ('of', 142), ('to', 83), ('.', 73), ('and', 62), ('in', 55), ('a', 47), ('be', 40), ('that', 27), ('it', 26), ('which', 23), ('is', 22), ('would', 22), ('from', 20), ('as', 19), ('with', 18), ('this', 17), ('must', 16), ('by', 15)]","[('the', 179), ('of', 142), ('to', 83), ('and', 62), ('in', 55), ('a', 47), ('be', 40), ('that', 27), ('it', 26), ('which', 23), ('is', 22), ('would', 22), ('from', 20), ('as', 19), ('with', 18), ('this', 17), ('must', 16), ('by', 15), ('are', 15), ('their', 14)]","[('state', 12), ('revenue', 10), ('states', 10), ('commerce', 8), ('government', 8), ('duties', 8), ('far', 6), ('great', 6), ('country', 6), ('taxes', 6), ('trade', 6), ('union', 5), ('countries', 5), ('land', 5), ('new', 4), ('people', 4), ('interests', 4), ('subject', 4), ('national', 4), ('objects', 4)]","[('of the', 34), (', and', 24), ('to the', 21), ('. the', 16), (', in', 11), ('would be', 11), (', to', 9), ('from the', 8), ('in a', 8), ('. in', 8), (', it', 7), (', the', 7), (', from', 7), (', that', 7), ('it is', 7), ('the states', 6), ('to be', 6), ('of a', 6), ('on the', 6), ('must be', 6)]","[('of the', 34), ('to the', 21), ('would be', 11), ('from the', 8), ('in a', 8), ('it is', 7), ('the states', 6), ('to be', 6), ('of a', 6), ('on the', 6), ('must be', 6), ('state of', 5), ('will be', 5), ('of their', 5), ('for the', 5), ('with which', 5), ('it must', 5), ('the people', 4), ('the state', 4), ('of revenue', 4)]","[('new york', 2), ('quantity money', 2), ('far greatest', 2), ('long time', 2), ('taxes consumption', 2), ('state things', 2), ('collection duties', 2), ('inland communication', 2), ('foreign countries', 2), ('united states', 2), ('12 utility', 1), ('utility union', 1), ('union respect', 1), ('respect revenue', 1), ('revenue new', 1), ('york packet', 1), ('packet tuesday', 1), ('tuesday november', 1), ('november 27', 1), ('27 1787', 1)]",96,"[('NOUN', 505), ('ADP', 363), ('DET', 277), ('PUNCT', 265), ('ADJ', 222), ('SPACE', 197), ('VERB', 187), ('AUX', 171), ('PRON', 155), ('ADV', 91), ('CCONJ', 76), ('PART', 51), ('SCONJ', 39), ('PROPN', 37), ('NUM', 18)]",0.03907203907203907,0.32763532763532766,Hamilton
1083,"[('the', 76), ('of', 59), (',', 55), ('to', 44), ('.', 29), ('a', 26), ('be', 25), ('that', 18), ('and', 18), ('in', 16), ('would', 14), ('we', 11), ('which', 11), ('with', 10), ('than', 10), ('her', 10), ('one', 9), ('there', 9), ('will', 9), ('states', 9)]","[('the', 76), ('of', 59), ('to', 44), ('a', 26), ('be', 25), ('that', 18), ('and', 17), ('in', 16), ('would', 14), ('we', 11), ('which', 11), ('with', 10), ('than', 10), ('her', 10), ('there', 9), ('will', 9), ('states', 9), ('is', 9), ('government', 8), ('as', 8)]","[('states', 9), ('government', 8), ('confederacy', 7), ('civil', 5), ('power', 5), ('state', 4), ('new', 4), ('national', 4), ('confederacies', 4), ('northern', 4), ('number', 4), ('great', 4), ('economy', 3), ('people', 3), ('revenue', 3), ('divided', 3), ('different', 3), ('southern', 3), ('extent', 3), ('proposed', 3)]","[('of the', 16), ('to the', 10), ('. the', 6), (', and', 6), ('would be', 6), (', we', 5), ('will be', 5), ('to be', 5), ('the states', 4), ('than that', 4), ('that the', 4), (', in', 4), ('with the', 3), ('there will', 3), ('. if', 3), (', there', 3), ('that which', 3), ('a government', 3), ('the four', 3), ('there is', 3)]","[('of the', 16), ('to the', 10), ('would be', 6), ('will be', 5), ('to be', 5), ('the states', 4), ('than that', 4), ('that the', 4), ('with the', 3), ('there will', 3), ('that which', 3), ('a government', 3), ('the four', 3), ('there is', 3), ('of a', 3), ('to a', 3), ('the same', 3), ('when we', 3), ('we shall', 3), ('in a', 3)]","[('new york', 2), ('national civil', 2), ('civil lists', 2), ('necessary government', 2), ('southern states', 2), ('government comprehensive', 2), ('civil power', 2), ('new jersey', 2), ('northern confederacy', 2), ('13 advantage', 1), ('advantage union', 1), ('union respect', 1), ('respect economy', 1), ('economy government', 1), ('government independent', 1), ('independent journal', 1), ('journal wednesday', 1), ('wednesday november', 1), ('november 28', 1), ('28 1787', 1)]",39,"[('NOUN', 197), ('ADP', 154), ('DET', 121), ('PUNCT', 94), ('ADJ', 94), ('SPACE', 90), ('VERB', 90), ('PRON', 85), ('AUX', 84), ('ADV', 42), ('PROPN', 27), ('PART', 27), ('SCONJ', 25), ('CCONJ', 23), ('NUM', 20)]",0.036011080332409975,0.36934441366574333,Hamilton
2419,"[('the', 204), (',', 146), ('of', 125), ('to', 73), ('and', 60), ('.', 55), ('be', 45), ('which', 40), ('in', 40), ('a', 37), ('that', 33), ('it', 31), ('will', 26), ('is', 25), ('as', 24), ('for', 20), (';', 19), ('their', 19), ('by', 18), ('have', 17)]","[('the', 204), ('of', 125), ('to', 73), ('and', 60), ('be', 45), ('which', 40), ('in', 40), ('a', 37), ('that', 33), ('it', 31), ('will', 26), ('is', 25), ('as', 24), ('for', 20), ('their', 19), ('by', 18), ('have', 17), ('on', 17), ('they', 17), ('may', 16)]","[('states', 12), ('union', 11), ('government', 9), ('great', 8), ('new', 7), ('republic', 7), ('distance', 7), ('people', 6), ('governments', 5), ('democracy', 5), ('representatives', 5), ('extent', 4), ('proper', 4), ('regard', 4), ('find', 4), ('public', 4), ('america', 4), ('citizens', 4), ('atlantic', 4), ('miles', 4)]","[('of the', 42), (', and', 20), (', the', 14), ('to the', 13), ('may be', 11), ('will be', 11), ('to be', 11), ('from the', 10), ('the union', 10), ('that the', 10), ('in the', 9), ('it is', 8), (', in', 8), ('. the', 8), ('by the', 8), (', as', 7), ('for the', 7), (', or', 7), ('as the', 6), (', which', 6)]","[('of the', 42), ('to the', 13), ('may be', 11), ('will be', 11), ('to be', 11), ('from the', 10), ('the union', 10), ('that the', 10), ('in the', 9), ('it is', 8), ('by the', 8), ('for the', 7), ('is that', 7), ('as the', 6), ('the most', 6), ('on the', 6), ('of their', 6), ('the people', 5), ('have been', 5), ('which the', 5)]","[('new york', 2), ('popular governments', 2), ('natural limit', 2), ('united states', 2), ('continually assembled', 2), ('distant states', 2), ('mean distance', 2), ('general government', 2), ('good sense', 2), ('people america', 2), ('14 objections', 1), ('objections proposed', 1), ('proposed constitution', 1), ('constitution extent', 1), ('extent territory', 1), ('territory answered', 1), ('answered new', 1), ('york packet', 1), ('packet friday', 1), ('friday november', 1)]",72,"[('NOUN', 433), ('ADP', 320), ('DET', 283), ('PUNCT', 238), ('VERB', 210), ('ADJ', 204), ('SPACE', 192), ('PRON', 192), ('AUX', 178), ('ADV', 84), ('CCONJ', 76), ('PROPN', 63), ('PART', 53), ('SCONJ', 51), ('NUM', 33), ('INTJ', 1)]",0.029764365440264572,0.31500620090946674,Madison
3437,"[('the', 257), ('of', 197), (',', 188), ('to', 118), ('.', 84), ('and', 74), ('in', 73), ('a', 69), ('which', 55), ('is', 48), ('be', 44), ('that', 38), ('or', 38), ('by', 32), ('have', 31), ('it', 30), (';', 25), ('this', 24), ('at', 24), ('we', 24)]","[('the', 257), ('of', 197), ('to', 118), ('and', 74), ('in', 73), ('a', 69), ('which', 55), ('is', 48), ('be', 44), ('that', 38), ('or', 38), ('by', 32), ('have', 31), ('it', 30), ('this', 24), ('at', 24), ('we', 24), ('from', 22), ('are', 22), ('all', 21)]","[('union', 13), ('government', 13), ('states', 11), ('men', 9), ('national', 9), ('power', 9), ('general', 7), ('authority', 7), ('state', 6), ('time', 6), ('kind', 6), ('present', 5), ('confederation', 5), ('people', 5), ('political', 5), ('federal', 5), ('public', 5), ('members', 5), ('principle', 5), ('laws', 5)]","[('of the', 66), ('to the', 25), (', and', 24), ('in the', 23), ('to be', 13), ('of a', 13), ('by the', 13), ('the union', 12), (', in', 10), ('in a', 10), ('. the', 10), (', which', 10), (', that', 9), ('. it', 9), (', the', 8), ('have been', 8), ('. in', 7), (', to', 7), ('there is', 7), ('from the', 7)]","[('of the', 66), ('to the', 25), ('in the', 23), ('to be', 13), ('of a', 13), ('by the', 13), ('the union', 12), ('in a', 10), ('have been', 8), ('it is', 8), ('all the', 8), ('there is', 7), ('from the', 7), ('will be', 6), ('which is', 6), ('which the', 6), ('and which', 6), ('of our', 6), ('the same', 6), ('the present', 5)]","[('insufficiency present', 2), ('present confederation', 2), ('new constitution', 2), ('national system', 2), ('federal government', 2), ('united states', 2), ('federal authority', 2), ('good faith', 2), ('immediate interest', 2), ('national government', 2), ('general authority', 2), ('common interest', 2), ('respective members', 2), ('requisitions union', 2), ('bodies men', 2), ('power controlled', 2), ('controlled abridged', 2), ('15 insufficiency', 1), ('confederation preserve', 1), ('preserve union', 1)]",114,"[('NOUN', 689), ('ADP', 495), ('DET', 400), ('PUNCT', 321), ('VERB', 312), ('PRON', 290), ('ADJ', 282), ('SPACE', 278), ('AUX', 246), ('CCONJ', 125), ('ADV', 84), ('PART', 82), ('SCONJ', 69), ('PROPN', 32), ('NUM', 7), ('X', 3)]",0.033168460867035204,0.3092813500145476,Hamilton
2267,"[('the', 198), ('of', 144), (',', 118), ('to', 90), ('.', 61), ('be', 55), ('and', 42), ('in', 39), ('it', 37), ('a', 37), ('would', 36), ('which', 22), ('not', 20), ('as', 19), ('this', 18), ('or', 17), ('its', 17), ('that', 16), ('they', 15), ('is', 14)]","[('the', 198), ('of', 144), ('to', 90), ('be', 55), ('and', 42), ('in', 39), ('it', 37), ('a', 37), ('would', 36), ('which', 22), ('not', 20), ('as', 19), ('this', 18), ('or', 17), ('its', 17), ('that', 16), ('they', 15), ('is', 14), ('if', 14), ('by', 13)]","[('government', 12), ('states', 11), ('union', 10), ('state', 9), ('national', 9), ('authority', 6), ('people', 5), ('principle', 5), ('kind', 5), ('members', 5), ('constitution', 5), ('happen', 4), ('force', 4), ('war', 4), ('large', 4), ('army', 4), ('confederacy', 4), ('duty', 4), ('individuals', 4), ('capacities', 3)]","[('of the', 42), (', and', 16), ('to the', 14), ('. the', 12), ('in the', 12), ('. it', 10), ('the union', 9), (', in', 9), ('of this', 9), ('would be', 9), ('the national', 8), ('from the', 7), (', as', 7), ('by the', 7), ('of a', 7), (', the', 7), ('it would', 7), (', or', 6), (', would', 6), ('. if', 6)]","[('of the', 42), ('to the', 14), ('in the', 12), ('the union', 9), ('of this', 9), ('would be', 9), ('the national', 8), ('from the', 7), ('by the', 7), ('of a', 7), ('it would', 7), ('it is', 6), ('to be', 6), ('the same', 5), ('the state', 5), ('of it', 5), ('to its', 5), ('if the', 5), ('must be', 5), ('the people', 4)]","[('national government', 3), ('new york', 2), ('principle legislation', 2), ('large army', 2), ('single member', 2), ('authority union', 2), ('courts justice', 2), ('execution laws', 2), ('state legislatures', 2), ('law land', 2), ('16 subject', 1), ('subject continued', 1), ('continued insufficiency', 1), ('insufficiency present', 1), ('present confederation', 1), ('confederation preserve', 1), ('preserve union', 1), ('union new', 1), ('york packet', 1), ('packet tuesday', 1)]",67,"[('NOUN', 427), ('ADP', 316), ('DET', 291), ('VERB', 200), ('PUNCT', 194), ('ADJ', 188), ('SPACE', 184), ('AUX', 183), ('PRON', 163), ('ADV', 85), ('PART', 73), ('CCONJ', 68), ('SCONJ', 48), ('PROPN', 25), ('NUM', 5), ('X', 1)]",0.029554477282752536,0.32730480811645346,Hamilton
1772,"[('the', 167), (',', 114), ('of', 111), ('to', 59), ('and', 52), ('.', 42), ('a', 30), ('in', 29), ('which', 24), ('be', 24), ('that', 21), ('it', 16), (';', 13), ('or', 13), ('will', 13), ('for', 12), ('would', 12), ('all', 12), ('is', 11), ('this', 11)]","[('the', 167), ('of', 111), ('to', 59), ('and', 52), ('a', 30), ('in', 29), ('which', 24), ('be', 24), ('that', 21), ('it', 16), ('or', 13), ('for', 12), ('would', 12), ('all', 12), ('will', 12), ('is', 11), ('this', 11), ('state', 10), ('with', 10), ('their', 10)]","[('state', 10), ('people', 9), ('government', 9), ('national', 8), ('governments', 8), ('power', 7), ('union', 5), ('nature', 5), ('influence', 5), ('sovereign', 5), ('authority', 5), ('citizens', 4), ('authorities', 4), ('states', 4), ('local', 4), ('administration', 4), ('general', 4), ('objects', 4), ('particular', 4), ('great', 4)]","[('of the', 45), (', and', 16), ('to the', 14), ('. the', 13), ('in the', 9), ('the people', 8), ('the national', 8), (', the', 8), ('for the', 7), (', in', 7), ('the state', 6), ('. it', 6), (', which', 6), ('; and', 6), (', to', 6), (', or', 6), ('upon the', 6), ('. this', 6), ('of a', 5), ('would be', 5)]","[('of the', 45), ('to the', 14), ('in the', 9), ('the people', 8), ('the national', 8), ('for the', 7), ('the state', 6), ('upon the', 6), ('of a', 5), ('would be', 5), ('national government', 5), ('the power', 5), ('power of', 5), ('the same', 4), ('the union', 4), ('with the', 4), ('administration of', 4), ('and the', 4), ('of influence', 4), ('which the', 4)]","[('national government', 5), ('state governments', 3), ('people state', 2), ('government union', 2), ('generally possess', 2), ('federal constitutions', 2), ('particular governments', 2), ('commonly weak', 2), ('large portions', 2), ('case disposal', 2), ('17 subject', 1), ('subject continued', 1), ('continued insufficiency', 1), ('insufficiency present', 1), ('present confederation', 1), ('confederation preserve', 1), ('preserve union', 1), ('union independent', 1), ('independent journal', 1), ('journal wednesday', 1)]",60,"[('NOUN', 380), ('ADP', 244), ('DET', 243), ('PUNCT', 173), ('ADJ', 167), ('SPACE', 151), ('VERB', 127), ('PRON', 115), ('AUX', 101), ('CCONJ', 69), ('ADV', 62), ('PART', 38), ('SCONJ', 28), ('PROPN', 20), ('NUM', 5)]",0.033860045146726865,0.3544018058690745,Hamilton
2429,"[('the', 245), (',', 168), ('of', 136), ('.', 91), ('and', 79), ('to', 55), ('in', 41), ('a', 37), ('by', 33), ('was', 29), ('it', 26), (';', 25), ('had', 23), ('their', 23), ('that', 21), ('this', 17), ('on', 16), ('were', 16), ('cities', 15), ('as', 14)]","[('the', 245), ('of', 136), ('and', 79), ('to', 55), ('in', 41), ('a', 37), ('by', 33), ('was', 29), ('it', 26), ('had', 23), ('their', 23), ('that', 21), ('this', 17), ('on', 16), ('were', 16), ('cities', 15), ('as', 14), ('members', 13), ('they', 12), ('which', 12)]","[('cities', 15), ('members', 13), ('macedon', 11), ('greece', 9), ('league', 9), ('achaeans', 9), ('confederacy', 8), ('union', 7), ('government', 7), ('council', 6), ('federal', 6), ('authority', 6), ('war', 6), ('amphictyonic', 5), ('powerful', 5), ('philip', 5), ('arts', 5), ('laws', 5), ('confederation', 4), ('new', 4)]","[('of the', 54), ('. the', 31), (', and', 23), ('in the', 18), ('to the', 14), (', the', 11), (', as', 9), ('the achaeans', 9), ('the cities', 8), ('the same', 7), ('the members', 7), ('on the', 7), ('by the', 7), (', that', 7), ('that the', 7), ('macedon ,', 7), ('the league', 7), (', it', 6), ('; and', 6), ('. it', 6)]","[('of the', 54), ('in the', 18), ('to the', 14), ('the achaeans', 9), ('the cities', 8), ('the same', 7), ('the members', 7), ('on the', 7), ('by the', 7), ('that the', 7), ('the league', 7), ('of macedon', 6), ('it is', 6), ('for the', 5), ('the amphictyonic', 5), ('of this', 5), ('of greece', 5), ('the confederacy', 5), ('they had', 5), ('with the', 5)]","[('amphictyonic council', 3), ('present confederation', 2), ('new york', 2), ('grecian republics', 2), ('federal council', 2), ('general authority', 2), ('belonging temple', 2), ('powerful members', 2), ('athens sparta', 2), ('popular leaders', 2), ('greece says', 2), ('amphictyonic confederacy', 2), ('internal dissensions', 2), ('18 subject', 1), ('subject continued', 1), ('continued insufficiency', 1), ('insufficiency present', 1), ('confederation preserve', 1), ('preserve union', 1), ('union new', 1)]",96,"[('NOUN', 433), ('ADP', 328), ('DET', 309), ('PUNCT', 290), ('VERB', 236), ('SPACE', 203), ('ADJ', 163), ('PRON', 153), ('PROPN', 151), ('AUX', 98), ('ADV', 88), ('CCONJ', 87), ('SCONJ', 40), ('PART', 36), ('NUM', 17)]",0.03952243721696171,0.3314121037463977,Madison
2372,"[('the', 213), (',', 156), ('of', 126), ('and', 82), ('.', 73), ('to', 60), (';', 53), ('in', 41), ('which', 31), ('a', 27), ('by', 22), ('with', 21), ('it', 19), ('on', 17), ('are', 17), ('his', 17), ('is', 16), ('from', 16), ('empire', 16), ('be', 14)]","[('the', 213), ('of', 126), ('and', 82), ('to', 60), ('in', 41), ('which', 31), ('a', 27), ('by', 22), ('with', 21), ('it', 19), ('on', 17), ('are', 17), ('his', 17), ('is', 16), ('from', 16), ('empire', 16), ('be', 14), ('was', 13), ('its', 13), ('that', 13)]","[('empire', 16), ('emperor', 12), ('members', 11), ('diet', 10), ('common', 8), ('powers', 8), ('imperial', 7), ('foreign', 7), ('states', 6), ('cantons', 6), ('subject', 5), ('sovereign', 5), ('princes', 5), ('public', 5), ('confederacy', 5), ('peace', 5), ('troops', 5), ('city', 5), ('people', 4), ('germany', 4)]","[('of the', 42), ('. the', 21), (', and', 21), ('the empire', 14), ('in the', 12), ('; and', 12), ('to the', 11), ('by the', 10), ('. in', 9), ('the emperor', 9), (', which', 8), ('and the', 8), ('; of', 8), ('that the', 8), (', with', 7), ('; to', 7), (', that', 7), ('the diet', 6), (', the', 6), ('with the', 6)]","[('of the', 42), ('the empire', 14), ('in the', 12), ('to the', 11), ('by the', 10), ('the emperor', 9), ('and the', 8), ('that the', 8), ('the diet', 6), ('with the', 6), ('no common', 5), ('on the', 5), ('of this', 5), ('to be', 5), ('one of', 4), ('the most', 4), ('between the', 4), ('princes and', 4), ('and states', 4), ('the public', 4)]","[('princes states', 4), ('foreign powers', 4), ('members confederacy', 2), ('imperial chamber', 2), ('aulic council', 2), ('members diet', 2), ('ban empire', 2), ('emperor diet', 2), ('powerful neighbors', 2), ('disputes cantons', 2), ('19 subject', 1), ('subject continued', 1), ('continued insufficiency', 1), ('insufficiency present', 1), ('present confederation', 1), ('confederation preserve', 1), ('preserve union', 1), ('union independent', 1), ('independent journal', 1), ('journal saturday', 1)]",88,"[('NOUN', 487), ('ADP', 320), ('PUNCT', 293), ('DET', 269), ('VERB', 212), ('SPACE', 197), ('ADJ', 192), ('PRON', 163), ('AUX', 111), ('CCONJ', 97), ('PROPN', 79), ('ADV', 57), ('PART', 40), ('SCONJ', 27), ('NUM', 22), ('X', 3)]",0.03709949409780776,0.3368465430016863,Madison
1791,"[('the', 142), (',', 131), ('of', 82), ('.', 56), ('and', 54), ('to', 43), ('in', 39), (';', 29), ('a', 28), ('their', 20), ('from', 19), ('by', 19), ('for', 18), ('is', 15), ('are', 13), ('which', 13), ('provinces', 12), ('as', 12), ('his', 12), ('it', 12)]","[('the', 142), ('of', 82), ('and', 54), ('to', 43), ('in', 39), ('a', 28), ('their', 20), ('from', 19), ('by', 19), ('for', 18), ('is', 15), ('are', 13), ('which', 13), ('provinces', 12), ('as', 12), ('his', 12), ('it', 12), ('union', 10), ('have', 10), ('has', 10)]","[('provinces', 12), ('union', 10), ('foreign', 7), ('authority', 6), ('statesgeneral', 5), ('constitution', 5), ('confederacy', 4), ('province', 4), ('equal', 4), ('provincial', 4), ('federal', 4), ('stadtholder', 4), ('influence', 4), ('practice', 4), ('government', 4), ('long', 4), ('says', 4), ('treaty', 4), ('constitutional', 4), ('state', 3)]","[('of the', 23), (', and', 16), ('. the', 15), ('in the', 10), ('. in', 9), ('; to', 9), ('the union', 8), ('for the', 8), (', the', 8), ('the provinces', 7), (', or', 6), ('the states', 6), ('- general', 6), ('of their', 6), (', by', 6), ('to the', 5), ('by the', 5), ('states -', 5), ('is the', 5), ('; and', 5)]","[('of the', 23), ('in the', 11), ('the union', 8), ('for the', 8), ('the provinces', 7), ('the states', 6), ('of their', 6), ('to the', 5), ('by the', 5), ('states general', 5), ('is the', 5), ('at the', 5), ('the same', 4), ('from the', 4), ('it is', 4), ('to be', 4), ('treaty of', 4), ('union is', 3), ('but the', 3), ('authority to', 3)]","[('new york', 2), ('provinces cities', 2), ('treaties alliances', 2), ('long ago', 2), ('sir william', 2), ('william temple', 2), ('20 subject', 1), ('subject continued', 1), ('continued insufficiency', 1), ('insufficiency present', 1), ('present confederation', 1), ('confederation preserve', 1), ('preserve union', 1), ('union new', 1), ('york packet', 1), ('packet tuesday', 1), ('tuesday december', 1), ('december 11', 1), ('11 1787', 1), ('1787 people', 1)]",71,"[('NOUN', 364), ('ADP', 244), ('PUNCT', 235), ('DET', 194), ('VERB', 162), ('SPACE', 155), ('ADJ', 144), ('PRON', 117), ('AUX', 74), ('CCONJ', 66), ('ADV', 54), ('PROPN', 51), ('PART', 33), ('SCONJ', 29), ('NUM', 22), ('X', 2)]",0.039642657733109994,0.37520938023450584,Madison
